distance,rightascension,name,constellation,declination,binaries,planets,stars
,19 39 04.0749,Kepler-1368,Cygnus,+41 38 40.7759,0.0,1.0,1.0
1281.72,19 03 11.3397,Kepler-1369,Lyra,+40 56 10.2494,0.0,1.0,1.0
539.57,19 45 52.1558,Kepler-136,Cygnus,+42 35 55.6317,0.0,2.0,1.0
1034.02,18 58 15.7627,Kepler-1370,Lyra,+41 46 42.4776,0.0,2.0,1.0
523.067,19 15 19.5351,Kepler-1371,Cygnus,+47 33 07.1856,0.0,2.0,1.0
1353.36,19 15 32.7897,Kepler-1372,Cygnus,+44 50 22.3459,0.0,1.0,1.0
,19 03 00.4919,Kepler-1373,Lyra,+39 14 57.1164,0.0,1.0,1.0
1111.85,19 25 23.9964,Kepler-1374,Cygnus,+45 10 20.2066,0.0,1.0,1.0
1491.87,19 45 10.4500,Kepler-1375,Cygnus,+43 24 11.7473,0.0,1.0,1.0
890.234,19 07 50.0268,Kepler-1376,Lyra,+42 32 29.0630,0.0,1.0,1.0
1183.85,19 16 46.9091,Kepler-1377,Cygnus,+46 39 05.9572,0.0,1.0,1.0
513.452,19 49 29.6013,Kepler-1378,Cygnus,+40 21 58.9721,0.0,1.0,1.0
996.711,19 34 40.9078,Kepler-1379,Cygnus,+41 24 36.9156,0.0,1.0,1.0
288.70,18 48 32.5207,Kepler-137,Lyra,+43 02 20.7368,0.0,2.0,1.0
,19 12 27.8540,Kepler-1380,Lyra,+42 26 25.5039,0.0,1.0,1.0
1239.46,19 10 08.5893,Kepler-1381,Cygnus,+48 43 40.0370,0.0,1.0,1.0
752.445,19 41 30.5729,Kepler-1382,Cygnus,+39 02 52.8841,0.0,1.0,1.0
1057.98,19 51 46.7483,Kepler-1383,Cygnus,+42 11 30.7315,0.0,1.0,1.0
,19 44 52,Kepler-1384,Cygnus,+39 31 37,0.0,1.0,1.0
702.395,18 50 31.5334,Kepler-1385,Lyra,+46 28 51.8461,0.0,1.0,1.0
856.458,18 43 17.6082,Kepler-1386,Lyra,+42 38 09.6802,0.0,1.0,1.0
461.382,19 29 45.6871,Kepler-1387,Cygnus,+43 12 33.9198,0.0,1.0,1.0
459.664,18 53 20.6548,Kepler-1388,Lyra,+47 10 28.2564,0.0,4.0,1.0
504.312,19 02 52.1837,Kepler-1389,Lyra,+44 45 30.2644,0.0,1.0,1.0
738.716,19 54 38.9696,Kepler-1390,Cygnus,+48 14 55.6244,0.0,1.0,1.0
1070.2055,19 39 19.4446,Kepler-1391,Cygnus,+46 39 34.5028,0.0,1.0,1.0
,19 15 04.0725,Kepler-1392,Cygnus,+46 23 39.9911,0.0,1.0,1.0
,18 57 50.2692,Kepler-1393,Lyra,+40 08 33.1952,0.0,1.0,1.0
652.401,18 53 48.7637,Kepler-1394,Lyra,+45 05 02.8706,0.0,1.0,1.0
499.9,19 29 21.0058,Kepler-1395,Cygnus,+47 39 51.1047,0.0,1.0,1.0
1099.99,19 37 20.7431,Kepler-1396,Cygnus,+44 55 05.8700,0.0,1.0,1.0
1240.69,19 58 42.2091,Kepler-1397,Cygnus,+47 04 33.0176,0.0,1.0,1.0
873.668,19 39 27.8822,Kepler-1398,Cygnus,+48 38 20.3718,0.0,2.0,1.0
1441.96,19 33 14.8070,Kepler-1399,Cygnus,+46 02 30.0811,0.0,1.0,1.0
476.47,18 49 34.0590,Kepler-139,Lyra,+43 53 21.6475,0.0,2.0,1.0
530,19 07 53.1072,Kepler-13,Lyra,+46 52 05.953,2.0,1.0,3.0
768.58,19 05 05.1992,Kepler-1400,Lyra,+45 26 26.8522,0.0,1.0,1.0
,19 09 51.8382,Kepler-1401,Lyra,+40 45 30.4160,0.0,1.0,1.0
1561.04,19 27 23.4810,Kepler-1402,Cygnus,+48 58 05.2740,0.0,1.0,1.0
,19 23 28.2389,Kepler-1403,Lyra,+38 57 36.4411,0.0,1.0,1.0
987.849,19 44 02.2672,Kepler-1404,Cygnus,+50 29 54.1398,0.0,1.0,1.0
1595.41,19 42 44.3671,Kepler-1405,Cygnus,+39 15 22.0810,0.0,1.0,1.0
,19 28 19.6600,Kepler-1406,Lyra,+38 54 54.1379,0.0,1.0,1.0
1454.55,18 55 46.1788,Kepler-1407,Lyra,+41 28 17.6499,0.0,1.0,1.0
543.39,18 50 47.9821,Kepler-1408,Lyra,+45 25 32.8066,0.0,1.0,1.0
709.019,19 20 20.3424,Kepler-1409,Cygnus,+51 12 30.9890,0.0,1.0,1.0
638.17,19 09 28.6731,Kepler-140,Lyra,+46 46 05.5855,0.0,2.0,1.0
,19 22 02.4504,Kepler-1410,Lyra,+38 44 36.7530,0.0,1.0,1.0
1744.29,19 05 26.7746,Kepler-1411,Lyra,+42 57 50.0176,0.0,1.0,1.0
772.499,19 28 43.2304,Kepler-1412,Cygnus,+49 12 08.8179,0.0,1.0,1.0
1204.8193,19 37 21.9919,Kepler-1413,Cygnus,+46 29 55.5523,0.0,1.0,1.0
580.316,18 59 42.8571,Kepler-1414,Lyra,+42 25 20.3063,0.0,1.0,1.0
1075.04,19 00 37.6439,Kepler-1415,Draco,+47 52 23.9660,0.0,1.0,1.0
975.991,19 54 39.2354,Kepler-1416,Cygnus,+43 53 38.6885,0.0,1.0,1.0
1020.93,19 23 47.9769,Kepler-1417,Lyra,+40 36 18.7765,0.0,1.0,1.0
,18 51 59.4041,Kepler-1418,Lyra,+41 40 42.6882,0.0,1.0,1.0
1562.01,19 29 01.1119,Kepler-1419,Cygnus,+37 58 17.0350,0.0,1.0,1.0
313.46,19 51 53.0054,Kepler-141,Cygnus,+47 43 54.0190,0.0,2.0,1.0
1084.13,19 44 48.9105,Kepler-1420,Cygnus,+42 46 40.1620,0.0,1.0,1.0
801.346,19 06 19.3464,Kepler-1421,Draco,+48 32 39.0463,0.0,1.0,1.0
,19 35 33.6500,Kepler-1422,Cygnus,+48 20 09.9255,0.0,1.0,1.0
,19 12 58.5114,Kepler-1423,Lyra,+41 06 36.3033,0.0,1.0,1.0
828.363,19 23 58.0000,Kepler-1424,Lyra,+40 13 45.5455,0.0,1.0,1.0
885.818,19 39 48.2487,Kepler-1425,Cygnus,+43 00 44.7571,0.0,1.0,1.0
,19 30 10.9719,Kepler-1426,Cygnus,+49 25 00.9893,0.0,1.0,1.0
,19 41 23.9316,Kepler-1427,Cygnus,+45 06 52.3905,0.0,1.0,1.0
1600.51,19 50 34.1468,Kepler-1428,Cygnus,+49 35 41.9361,0.0,1.0,1.0
1258.02,19 01 27.9097,Kepler-1429,Draco,+49 02 41.5134,0.0,1.0,1.0
627.86,19 40 28.5407,Kepler-142,Cygnus,+48 28 52.6544,0.0,3.0,1.0
483.185,19 18 47.3970,Kepler-1430,Lyra,+43 22 19.3776,0.0,1.0,1.0
,19 30 38.0175,Kepler-1431,Cygnus,+49 51 54.6476,0.0,1.0,1.0
,19 42 05.7860,Kepler-1432,Cygnus,+49 49 46.3563,0.0,1.0,1.0
,19 09 27.2017,Kepler-1433,Cygnus,+49 27 24.8180,0.0,1.0,1.0
793.021,19 42 09.2148,Kepler-1434,Cygnus,+51 12 10.6704,0.0,1.0,1.0
718.752,19 24 41.5890,Kepler-1435,Cygnus,+44 55 16.0603,0.0,1.0,1.0
,19 50 50.7748,Kepler-1436,Cygnus,+46 46 04.7982,0.0,1.0,1.0
,19 27 27.5749,Kepler-1437,Cygnus,+49 19 33.3210,0.0,1.0,1.0
1191.47,19 17 09.5569,Kepler-1438,Lyra,+40 40 53.9751,0.0,1.0,1.0
226.829,19 02 57.5536,Kepler-1439,Lyra,+40 58 48.1124,0.0,1.0,1.0
890.59,19 52 16.2480,Kepler-143,Cygnus,+49 24 45.2918,0.0,2.0,1.0
1152.34,19 01 23.2706,Kepler-1440,Draco,+48 18 44.0629,0.0,1.0,1.0
1146.92,19 34 52.5918,Kepler-1441,Cygnus,+43 07 28.4816,0.0,1.0,1.0
619.4252,19 25 01.3523,Kepler-1442,Cygnus,+48 50 48.9254,0.0,1.0,1.0
603.064,18 53 44.5820,Kepler-1443,Lyra,+47 04 00.6385,0.0,1.0,1.0
322.643,19 01 19.3500,Kepler-1444,Lyra,+42 02 25.6719,0.0,1.0,1.0
513.769,18 40 59.8727,Kepler-1445,Lyra,+43 54 54.3869,0.0,1.0,1.0
152.744,19 17 41.7499,Kepler-1446,Cygnus,+46 43 34.1975,0.0,1.0,1.0
913.576,19 18 34.4302,Kepler-1447,Cygnus,+50 43 37.4695,0.0,1.0,1.0
786.287,19 11 28.1835,Kepler-1448,Cygnus,+50 35 44.1437,0.0,1.0,1.0
2132.2,19 12 55.6214,Kepler-1449,Cygnus,+50 34 04.3769,0.0,1.0,1.0
385.13,18 47 39.7572,Kepler-144,Lyra,+42 46 31.8438,0.0,2.0,1.0
513.189,19 38 12.9132,Kepler-1450,Cygnus,+45 04 52.9818,0.0,1.0,1.0
1091.11,19 33 47.1426,Kepler-1451,Cygnus,+40 24 35.6649,0.0,1.0,1.0
1025.64,19 29 41.4762,Kepler-1452,Cygnus,+38 15 58.7211,0.0,1.0,1.0
1238.24,19 04 30.1267,Kepler-1453,Draco,+47 56 51.2269,0.0,1.0,1.0
798.3395,18 56 53.6060,Kepler-1454,Draco,+48 49 54.3813,0.0,1.0,1.0
361.246,19 36 19.9336,Kepler-1455,Cygnus,+50 30 10.0684,0.0,1.0,1.0
374.266,19 07 46.8806,Kepler-1456,Lyra,+43 49 21.9851,0.0,1.0,1.0
913.325,18 55 04.9407,Kepler-1457,Lyra,+42 01 37.9769,0.0,1.0,1.0
553.128,18 52 50.7846,Kepler-1458,Lyra,+41 02 17.0118,0.0,1.0,1.0
461.51,18 49 41.5277,Kepler-1459,Lyra,+46 00 50.4299,0.0,1.0,1.0
561.987,19 02 13.8773,Kepler-1460,Lyra,+44 00 38.8138,0.0,1.0,1.0
692.425,19 03 19.3110,Kepler-1461,Lyra,+43 11 54.2022,0.0,1.0,1.0
1045.48,19 45 35.4052,Kepler-1462,Cygnus,+42 23 48.9355,0.0,1.0,1.0
1769.29,19 37 56.9472,Kepler-1463,Cygnus,+42 00 24.9513,0.0,1.0,1.0
1191.19,19 08 56.5638,Kepler-1464,Lyra,+38 45 14.9474,0.0,2.0,1.0
362.818,19 19 16.6493,Kepler-1465,Cygnus,+51 54 17.5345,0.0,1.0,1.0
643.666,19 19 19.4872,Kepler-1466,Cygnus,+44 36 35.4839,0.0,1.0,1.0
873.82,19 40 11.6489,Kepler-1467,Cygnus,+45 20 33.6631,0.0,1.0,1.0
2006.42,19 34 04.7695,Kepler-1468,Cygnus,+41 16 38.7002,0.0,2.0,1.0
1196.89,19 35 17.1210,Kepler-1469,Cygnus,+39 23 28.9000,0.0,1.0,1.0
844.99,19 36 26.5840,Kepler-146,Cygnus,+38 42 36.8212,0.0,2.0,1.0
600.709,19 14 46.8083,Kepler-1470,Lyra,+39 52 59.5010,0.0,1.0,1.0
1006.64,19 18 39.5801,Kepler-1471,Cygnus,+50 01 12.1561,0.0,1.0,1.0
1544.64,19 39 24.6302,Kepler-1472,Cygnus,+49 03 26.8579,0.0,1.0,1.0
664.761,19 22 32.7843,Kepler-1473,Cygnus,+48 59 46.2496,0.0,1.0,1.0
1220.7,19 38 46.5697,Kepler-1474,Cygnus,+45 52 00.5486,0.0,1.0,1.0
1639.08,19 43 47.5872,Kepler-1475,Cygnus,+44 45 11.2254,0.0,1.0,1.0
1032.1,18 58 07.7045,Kepler-1476,Lyra,+43 59 23.7500,0.0,1.0,1.0
694.444,18 45 11.6450,Kepler-1477,Lyra,+42 41 08.6815,0.0,1.0,1.0
1946.66,19 32 39.6142,Kepler-1478,Cygnus,+41 44 46.4537,0.0,1.0,1.0
744.269,19 02 50.8629,Kepler-1479,Draco,+49 42 23.9949,0.0,1.0,1.0
1106.65,19 11 54.1829,Kepler-147,Lyra,+39 05 13.8584,0.0,2.0,1.0
508.208,19 27 59.9479,Kepler-1480,Cygnus,+49 18 06.5961,0.0,1.0,1.0
465.203,19 17 45.3610,Kepler-1481,Cygnus,+49 43 52.3978,0.0,1.0,1.0
576.768,19 01 15.3139,Kepler-1482,Draco,+48 43 30.9752,0.0,1.0,1.0
1321.35,19 41 38.3421,Kepler-1483,Cygnus,+42 09 03.0097,0.0,1.0,1.0
,19 30 44.2279,Kepler-1484,Cygnus,+38 07 34.6024,0.0,1.0,1.0
626.723,19 52 22.9003,Kepler-1485,Cygnus,+44 44 13.4698,0.0,1.0,1.0
1864.28,19 22 21.6974,Kepler-1486,Cygnus,+45 26 22.9361,0.0,1.0,1.0
1044.82,19 41 59.5458,Kepler-1487,Cygnus,+38 38 40.2273,0.0,1.0,1.0
905.8250000,19 06 35,Kepler-1488,Draco,+49 56 16,0.0,2.0,1.0
1332.09,18 45 10.9933,Kepler-1489,Lyra,+44 27 55.4100,0.0,1.0,1.0
934.81,19 19 08.6833,Kepler-148,Cygnus,+46 51 31.7383,0.0,3.0,1.0
884.173,19 42 46.4559,Kepler-1490,Cygnus,+42 36 34.1985,0.0,1.0,1.0
,19 34 31.1419,Kepler-1491,Cygnus,+45 44 26.3089,0.0,1.0,1.0
334.75,19 14 23.3098,Kepler-1492,Lyra,+41 02 11.2077,0.0,1.0,1.0
,19 14 11.8023,Kepler-1493,Lyra,+38 33 54.7570,0.0,1.0,1.0
1334.76,18 50 37.7736,Kepler-1494,Lyra,+43 09 45.0071,0.0,1.0,1.0
,19 04 31.3776,Kepler-1495,Lyra,+38 46 46.6032,0.0,1.0,1.0
1358.51,19 35 53.7425,Kepler-1496,Cygnus,+45 21 02.5683,0.0,1.0,1.0
,19 44 47.0759,Kepler-1497,Cygnus,+45 38 03.5916,0.0,1.0,1.0
,18 59 06.7384,Kepler-1498,Lyra,+44 55 00.4071,0.0,1.0,1.0
312.666,18 55 56.7146,Kepler-1499,Lyra,+41 39 01.4513,0.0,1.0,1.0
588.12,19 03 24.8909,Kepler-149,Lyra,+38 23 02.8100,0.0,3.0,1.0
980,19 10 50.1101,Kepler-14,Lyra,+47 19 58.8763,0.0,1.0,1.0
1261.67,19 15 32.0074,Kepler-1500,Lyra,+39 44 40.4695,0.0,1.0,1.0
765.58,19 19 40.4487,Kepler-1501,Lyra,+42 00 05.1131,0.0,1.0,1.0
1581.53,19 44 25.9022,Kepler-1502,Cygnus,+39 19 11.7224,0.0,1.0,1.0
1267.75,19 34 54.5182,Kepler-1503,Cygnus,+42 48 24.3209,0.0,1.0,1.0
,19 18 50.8810,Kepler-1504,Cygnus,+50 07 41.6103,0.0,1.0,1.0
502.134,19 28 00.4860,Kepler-1505,Lyra,+41 47 13.0617,0.0,1.0,1.0
,19 20 35.9744,Kepler-1506,Lyra,+41 27 52.6056,0.0,1.0,1.0
323.478,19 14 14.7693,Kepler-1507,Cygnus,+46 32 09.8008,0.0,1.0,1.0
1306.85,19 52 28.5274,Kepler-1508,Cygnus,+40 22 30.1826,0.0,1.0,1.0
,18 55 11.4687,Kepler-1509,Lyra,+46 55 51.6635,0.0,1.0,1.0
973.33,19 12 56.1836,Kepler-150,Lyra,+40 31 15.2090,0.0,4.0,1.0
1780.6268,19 55 50.1974,Kepler-1510,Cygnus,+48 15 28.1553,0.0,1.0,1.0
1541.31,19 13 41.0885,Kepler-1511,Lyra,+43 10 47.2797,0.0,1.0,1.0
315.278,19 17 05.8751,Kepler-1512,Cygnus,+44 28 13.1454,0.0,1.0,1.0
352.783,19 19 09.9942,Kepler-1513,Lyra,+39 17 06.9286,0.0,1.0,1.0
389.30,19 30 31,Kepler-1514,Cygnus,+37 51 36,0.0,2.0,1.0
547.765,19 23 53.7420,Kepler-1515,Cygnus,+48 10 41.3901,0.0,1.0,1.0
1413.83,19 25 58.7039,Kepler-1516,Cygnus,+44 31 24.5631,0.0,1.0,1.0
868.357,19 11 13.7297,Kepler-1517,Lyra,+43 11 19.6733,0.0,1.0,1.0
927.558,20 01 19.7713,Kepler-1518,Cygnus,+44 59 10.1142,0.0,1.0,1.0
1503.53,19 46 40.3040,Kepler-1519,Cygnus,+49 27 42.6262,0.0,1.0,1.0
751.12,19 28 39.0693,Kepler-151,Cygnus,+41 01 23.6546,0.0,2.0,1.0
208.221,19 30 45.6683,Kepler-1521,Cygnus,+37 50 05.9237,0.0,1.0,1.0
833.681,19 19 22.3799,Kepler-1522,Cygnus,+52 04 12.5716,0.0,1.0,1.0
887.39,19 44 12.9770,Kepler-1523,Cygnus,+45 49 37.4215,0.0,1.0,1.0
385.996,19 35 32.4924,Kepler-1524,Cygnus,+39 31 11.3045,0.0,1.0,1.0
387.252,19 22 14.2805,Kepler-1525,Cygnus,+49 56 34.8625,0.0,1.0,1.0
564.398,19 00 28.7251,Kepler-1526,Lyra,+38 51 59.1729,0.0,1.0,1.0
,19 49 39.4630,Kepler-1527,Cygnus,+46 03 38.9607,0.0,1.0,1.0
837.17,19 09 36.7088,Kepler-1528,Lyra,+46 34 26.3582,0.0,1.0,1.0
673.673,19 19 28.9783,Kepler-1529,Lyra,+41 02 26.6929,0.0,1.0,1.0
456.33,19 07 27.7090,Kepler-152,Lyra,+41 59 20.6820,0.0,2.0,1.0
496.894,19 12 38.9945,Kepler-1530,Cygnus,+48 09 54.5067,0.0,2.0,1.0
679.394,19 00 35.1842,Kepler-1531,Lyra,+39 22 14.8687,0.0,1.0,1.0
816.727,19 47 36.6693,Kepler-1532,Cygnus,+41 11 53.4394,0.0,1.0,1.0
994.233,19 43 54.1392,Kepler-1533,Cygnus,+44 42 48.3755,0.0,1.0,1.0
,19 29 34.8888,Kepler-1534,Cygnus,+43 52 08.5990,0.0,1.0,1.0
921.489,19 06 27.2870,Kepler-1535,Lyra,+38 53 31.0211,0.0,1.0,1.0
391.558,19 26 20.4482,Kepler-1536,Cygnus,+45 42 56.7755,0.0,1.0,1.0
525.072,19 37 32.4949,Kepler-1537,Cygnus,+43 49 31.7100,0.0,1.0,1.0
1162.66,18 53 22.9664,Kepler-1538,Lyra,+45 16 27.8643,0.0,1.0,1.0
764.526,18 56 52.6694,Kepler-1539,Lyra,+44 16 06.7698,0.0,1.0,1.0
626.10,18 49 50.5285,Kepler-153,Draco,+48 15 25.5546,0.0,2.0,1.0
246.706,18 53 22.6835,Kepler-1540,Lyra,+41 12 06.3775,0.0,1.0,1.0
421.763,18 55 08.8788,Kepler-1541,Draco,+48 01 46.5038,0.0,1.0,1.0
403.73,19 02 54.8381,Kepler-1542,Lyra,+42 39 16.3106,0.0,4.0,1.0
946.79,19 48 29.8375,Kepler-1543,Cygnus,+47 02 13.3411,0.0,1.0,1.0
338.364,19 49 08.4029,Kepler-1544,Cygnus,+49 12 44.7871,0.0,1.0,1.0
745.379,19 55 35.7094,Kepler-1545,Cygnus,+47 27 47.1379,0.0,1.0,1.0
956.938,19 50 20.1460,Kepler-1546,Cygnus,+41 32 28.3630,0.0,1.0,1.0
688.089,18 55 03.3744,Kepler-1547,Lyra,+42 13 19.6919,0.0,1.0,1.0
894.534,19 09 53.0973,Kepler-1548,Lyra,+46 04 50.3302,0.0,1.0,1.0
821.828,19 04 12.5846,Kepler-1549,Lyra,+39 05 45.7393,0.0,1.0,1.0
882.88,19 19 07.3336,Kepler-154,Cygnus,+49 53 47.5512,0.0,5.0,1.0
1219.96,19 11 03.4974,Kepler-1550,Lyra,+38 17 40.9446,0.0,1.0,1.0
1526.02,19 43 08.5235,Kepler-1551,Cygnus,+39 54 28.4671,0.0,1.0,1.0
786.287,19 26 42.4387,Kepler-1552,Lyra,+38 52 29.6656,0.0,1.0,1.0
706.464,19 27 40.6021,Kepler-1553,Lyra,+39 01 20.1310,0.0,1.0,1.0
972.668,19 06 18.2736,Kepler-1554,Lyra,+41 44 29.3881,0.0,1.0,1.0
,19 10 32.5146,Kepler-1555,Lyra,+45 42 57.8142,0.0,1.0,1.0
970.497,19 13 35.2766,Kepler-1556,Lyra,+40 12 47.4717,0.0,1.0,1.0
1436.58,19 35 31.5309,Kepler-1557,Cygnus,+46 50 19.8638,0.0,1.0,1.0
328.828,19 07 16.6506,Kepler-1558,Lyra,+46 54 42.2019,0.0,1.0,1.0
625.782,19 29 08.7849,Kepler-1559,Cygnus,+42 04 20.7821,0.0,1.0,1.0
302.28,19 13 58.9967,Kepler-155,Cygnus,+51 04 55.0522,0.0,2.0,1.0
509.866,19 31 08.2999,Kepler-1560,Cygnus,+43 12 57.5511,0.0,1.0,1.0
859.328,19 47 41.6604,Kepler-1561,Cygnus,+43 33 59.2448,0.0,1.0,1.0
,19 37 49.3649,Kepler-1562,Cygnus,+46 44 36.9145,0.0,1.0,1.0
,19 14 17.6650,Kepler-1563,Cygnus,+51 28 21.9814,0.0,1.0,1.0
933.01,19 22 20.6683,Kepler-1564,Cygnus,+46 38 33.6588,0.0,1.0,1.0
641.272,19 51 48.7150,Kepler-1565,Cygnus,+40 48 24.4549,0.0,1.0,1.0
472.947,18 54 21.0265,Kepler-1566,Lyra,+40 34 29.7801,0.0,1.0,1.0
1248.75,19 06 46.8521,Kepler-1567,Lyra,+40 17 30.4946,0.0,1.0,1.0
941.088,19 16 43.8405,Kepler-1568,Cygnus,+47 52 24.1428,0.0,1.0,1.0
971.723,19 28 49.1234,Kepler-1569,Cygnus,+37 13 16.3525,0.0,1.0,1.0
482.88,19 21 11.1605,Kepler-156,Lyra,+37 44 58.1810,0.0,2.0,1.0
943.841,19 59 26.8426,Kepler-1570,Cygnus,+45 49 38.5351,0.0,1.0,1.0
688.658,20 03 44.5023,Kepler-1571,Cygnus,+45 35 47.5323,0.0,1.0,1.0
973.141,18 47 35.3570,Kepler-1572,Lyra,+46 43 21.5465,0.0,1.0,1.0
1518.6,19 31 57.2014,Kepler-1573,Cygnus,+49 29 05.8651,0.0,1.0,1.0
1441.34,19 28 38.0765,Kepler-1574,Cygnus,+49 38 15.9888,0.0,1.0,1.0
1292.4906,19 34 58.3820,Kepler-1575,Cygnus,+45 45 41.7042,0.0,1.0,1.0
467.137,19 16 17.7538,Kepler-1576,Lyra,+40 21 57.7339,0.0,1.0,1.0
517.572,19 31 49.2704,Kepler-1577,Cygnus,+47 34 23.1755,0.0,1.0,1.0
1096.85,19 13 12.4828,Kepler-1578,Cygnus,+47 46 32.1430,0.0,1.0,1.0
,19 33 09.1186,Kepler-1579,Cygnus,+43 30 53.8493,0.0,1.0,1.0
742.16,19 24 23.3283,Kepler-157,Lyra,+38 52 32.1428,0.0,3.0,1.0
1031.46,19 03 52.4906,Kepler-1580,Lyra,+41 21 48.8113,0.0,1.0,1.0
500.225,19 09 29.1035,Kepler-1581,Lyra,+39 36 12.8969,0.0,1.0,1.0
79.067,19 17 30.3991,Kepler-1582,Lyra,+41 09 30.9629,0.0,1.0,1.0
408.697,19 05 32.8606,Kepler-1583,Lyra,+47 00 59.8473,0.0,1.0,1.0
1476.67,19 11 03.0417,Kepler-1584,Lyra,+43 16 27.9578,0.0,1.0,1.0
969.462,19 44 38.1650,Kepler-1585,Cygnus,+44 33 47.0989,0.0,1.0,1.0
561.482,19 52 48.6208,Kepler-1586,Cygnus,+44 55 33.0196,0.0,1.0,1.0
1057.64,19 30 42.6541,Kepler-1587,Cygnus,+49 39 50.0229,0.0,1.0,1.0
949.307,19 12 55.8480,Kepler-1588,Cygnus,+48 00 07.8606,0.0,1.0,1.0
1579.28,19 37 46.0422,Kepler-1589,Cygnus,+40 34 17.9384,0.0,1.0,1.0
345.84,18 56 07.7366,Kepler-158,Lyra,+39 46 52.8629,0.0,2.0,1.0
788.644,19 25 37.8772,Kepler-1590,Cygnus,+48 01 04.3948,0.0,1.0,1.0
1478.63,19 46 03.9995,Kepler-1591,Cygnus,+44 36 31.0175,0.0,1.0,1.0
1717.92,19 35 24.1534,Kepler-1592,Cygnus,+38 23 51.9145,0.0,1.0,1.0
649.815,20 01 57.1656,Kepler-1593,Cygnus,+44 27 38.3739,0.0,1.0,1.0
1004.82,19 34 29.5353,Kepler-1594,Cygnus,+47 57 42.8895,0.0,1.0,1.0
865.726,19 02 53.4558,Kepler-1595,Lyra,+43 00 34.0799,0.0,1.0,1.0
,19 02 13.8043,Kepler-1596,Draco,+49 19 48.2702,0.0,1.0,1.0
1265.5,19 12 39.3542,Kepler-1597,Lyra,+42 28 51.7716,0.0,1.0,1.0
631.114,19 13 52.5833,Kepler-1598,Cygnus,+46 47 01.2658,0.0,1.0,1.0
1380.83,19 04 53.0126,Kepler-1599,Lyra,+41 09 04.3975,0.0,1.0,1.0
457.70,19 48 16.8385,Kepler-159,Cygnus,+40 52 07.6486,0.0,2.0,1.0
755.4,19 44 48.1365,Kepler-15,Cygnus,+49 08 24.2974,0.0,1.0,1.0
1030.8100000,19 25 36,Kepler-1600,Lyra,+38 47 16,0.0,2.0,1.0
656.642,19 02 03.1103,Kepler-1601,Lyra,+38 04 47.2119,0.0,1.0,1.0
641.437,19 34 19.4028,Kepler-1602,Cygnus,+40 25 38.9875,0.0,1.0,1.0
,19 41 19.1595,Kepler-1603,Cygnus,+42 32 05.8981,0.0,1.0,1.0
549.722,19 01 38.5532,Kepler-1604,Lyra,+44 24 44.0419,0.0,1.0,1.0
554.908,19 08 32.3763,Kepler-1605,Lyra,+47 29 19.0661,0.0,1.0,1.0
851.426,19 05 30.7864,Kepler-1606,Lyra,+43 04 23.6175,0.0,1.0,1.0
1334.4,19 44 14.3622,Kepler-1607,Cygnus,+42 39 21.7478,0.0,1.0,1.0
,19 42 15.2515,Kepler-1608,Cygnus,+39 25 03.2565,0.0,1.0,1.0
,19 20 35.1719,Kepler-1609,Lyra,+39 39 56.9389,0.0,1.0,1.0
962.92,19 11 05.6526,Kepler-160,Lyra,+42 52 09.4724,0.0,3.0,1.0
885.583,19 43 37.2019,Kepler-1610,Cygnus,+45 24 19.5528,0.0,1.0,1.0
,19 46 02.8868,Kepler-1611,Cygnus,+49 43 39.9165,0.0,1.0,1.0
781.8,19 25 00.0667,Kepler-1612,Cygnus,+45 39 18.2691,0.0,1.0,1.0
1576.29,19 19 30.0027,Kepler-1613,Lyra,+43 25 15.4724,0.0,1.0,1.0
1232.89,18 59 29.1271,Kepler-1614,Draco,+49 46 33.1844,0.0,1.0,1.0
1452.22,19 05 26.2154,Kepler-1615,Lyra,+42 13 38.7707,0.0,1.0,1.0
1176.47,19 06 10.4677,Kepler-1616,Lyra,+45 18 17.5018,0.0,1.0,1.0
922.169,19 11 44.9309,Kepler-1617,Lyra,+46 25 06.5541,0.0,1.0,1.0
1274.05,19 40 42.0887,Kepler-1618,Cygnus,+45 55 51.2088,0.0,1.0,1.0
750.751,19 02 48.8360,Kepler-1619,Lyra,+44 25 19.1543,0.0,1.0,1.0
484.58,19 22 03.9578,Kepler-161,Lyra,+43 05 01.7456,0.0,2.0,1.0
,19 49 05.0158,Kepler-1620,Cygnus,+46 55 42.3310,0.0,1.0,1.0
1709.4,19 50 21.2501,Kepler-1621,Cygnus,+43 50 28.4326,0.0,1.0,1.0
815.129,19 49 18.9259,Kepler-1622,Cygnus,+47 48 55.6642,0.0,1.0,1.0
857.927,19 36 19.8503,Kepler-1623,Cygnus,+39 33 21.9042,0.0,1.0,1.0
260.879,19 30 19.1688,Kepler-1624,Cygnus,+37 22 35.0102,0.0,1.0,1.0
,19 41 43.0401,Kepler-1625,Cygnus,+39 53 11.4989,0.0,1.0,1.0
1424.3,19 46 00.1085,Kepler-1626,Cygnus,+40 43 16.4324,0.0,1.0,1.0
320.287,18 56 13.5973,Kepler-1627,Lyra,+41 34 36.2364,0.0,1.0,1.0
,18 46 32.0864,Kepler-1628,Lyra,+43 24 41.5968,0.0,1.0,1.0
339.3627,18 40 49.5860,Kepler-1629,Lyra,+43 46 27.5286,0.0,1.0,1.0
773.85,19 49 06.9402,Kepler-162,Cygnus,+43 43 26.4311,0.0,2.0,1.0
