distance,rightascension,name,constellation,declination,binaries,planets,stars
334.403,19 50 02.0006,Kepler-1630,Cygnus,+43 42 39.3946,0.0,1.0,1.0
1355.01,19 38 31.8212,Kepler-1631,Cygnus,+43 48 27.6436,0.0,1.0,1.0
731.904,19 37 58.7624,Kepler-1632,Cygnus,+43 54 49.0491,0.0,1.0,1.0
1151.94,19 14 03.6462,Kepler-1633,Cygnus,+44 55 23.6535,0.0,1.0,1.0
628.417,19 36 10.4160,Kepler-1634,Cygnus,+45 08 23.2005,0.0,1.0,1.0
1102.66,19 01 23.7644,Kepler-1635,Lyra,+45 33 22.2628,0.0,1.0,1.0
,19 36 13.8223,Kepler-1636,Cygnus,+46 26 27.5832,0.0,1.0,1.0
,18 48 56.8493,Kepler-1637,Draco,+48 09 15.2663,0.0,1.0,1.0
1595.15,19 41 55.7671,Kepler-1638,Cygnus,+48 31 27.9995,0.0,1.0,1.0
1062.81,18 52 16.4768,Kepler-1639,Draco,+48 48 07.5149,0.0,1.0,1.0
788.98,19 40 00.6737,Kepler-163,Cygnus,+46 59 14.4887,0.0,2.0,1.0
,19 38 13.8864,Kepler-1640,Cygnus,+40 51 01.7521,0.0,1.0,1.0
881.912,19 45 26.2653,Kepler-1641,Cygnus,+41 34 28.3301,0.0,2.0,1.0
418.848,19 48 50.9118,Kepler-1642,Cygnus,+43 38 37.4465,0.0,2.0,1.0
345.161,20 01 43.4372,Kepler-1643,Cygnus,+44 45 03.6240,0.0,1.0,1.0
,19 01 54.0173,Kepler-1644,Draco,+48 02 05.6714,0.0,1.0,1.0
1245.1749,19 49 55.0754,Kepler-1645,Cygnus,+48 25 06.8849,0.0,1.0,1.0
128.061,19 10 06.3361,Kepler-1646,Lyra,+42 54 46.4083,0.0,1.0,1.0
92.43,19 30 00.9006,Kepler-1649,Cygnus,+41 49 49.5138,0.0,2.0,1.0
965.43,19 11 07.3973,Kepler-164,Lyra,+47 37 47.6339,0.0,3.0,1.0
120.50,19 50 55.0174,Kepler-1650,Cygnus,+42 52 00.8854,0.0,1.0,1.0
252.00,19 37 27.8329,Kepler-1652,Cygnus,+49 54 54.2170,0.0,1.0,1.0
755.00,19 45 49.8589,Kepler-1653,Cygnus,+41 15 57.4711,0.0,1.0,1.0
577.60,18 48 44.5901,Kepler-1654,Lyra,+44 26 04.0737,0.0,1.0,1.0
214.58,19 06 45.4642,Kepler-1655,Lyra,+39 12 42.9655,0.0,1.0,1.0
186.88,18 57 53.3247,Kepler-1656,Lyra,+39 54 42.5287,0.0,1.0,1.0
806.07,19 37 25.5734,Kepler-1658,Cygnus,+38 56 50.5158,0.0,1.0,1.0
644.43,18 42 45.8447,Kepler-165,Draco,+47 48 35.0524,0.0,2.0,1.0
415.52,19 00 40.1133,Kepler-1661,Lyra,+41 58 01.3874,0.0,1.0,1.0
341.22,19 21 36,Kepler-1663,Cygnus,+48 49 21,0.0,1.0,1.0
,19 07 25,Kepler-1664,Draco,+49 15 42,0.0,1.0,1.0
338.80,19 21 35,Kepler-1665,Lyra,+41 02 24,0.0,1.0,1.0
1434.42,19 51 48,Kepler-1666,Cygnus,+46 15 53,0.0,2.0,1.0
638.35,18 54 08,Kepler-1667,Draco,+48 05 39,0.0,1.0,1.0
1386.19,19 49 25,Kepler-1668,Cygnus,+46 05 45,0.0,1.0,1.0
551.78,19 49 43,Kepler-1669,Cygnus,+39 50 52,0.0,1.0,1.0
639.62,19 32 38.4338,Kepler-166,Cygnus,+48 52 52.3891,0.0,3.0,1.0
2198.41,19 21 18,Kepler-1670,Lyra,+43 07 19,0.0,1.0,1.0
360.77,19 27 00,Kepler-1671,Lyra,+39 26 49,0.0,1.0,1.0
395.58,19 51 46,Kepler-1672,Cygnus,+40 16 43,0.0,1.0,1.0
742.78,19 02 40,Kepler-1673,Draco,+48 43 10,0.0,1.0,1.0
1042.07,19 39 16,Kepler-1674,Cygnus,+45 18 22,0.0,1.0,1.0
663.58,18 55 14,Kepler-1675,Lyra,+41 02 28,0.0,1.0,1.0
,19 08 57,Kepler-1676,Lyra,+43 34 02,0.0,1.0,1.0
751.23,19 53 58,Kepler-1677,Cygnus,+47 00 47,0.0,1.0,1.0
867.94,19 30 22,Kepler-1678,Cygnus,+38 23 59,0.0,1.0,1.0
932.63,19 35 36,Kepler-1679,Cygnus,+50 25 37,0.0,1.0,1.0
330,19 30 38.0262,Kepler-167,Cygnus,+38 20 43.4366,0.0,4.0,1.0
313.12,19 48 18,Kepler-1680,Cygnus,+39 56 02,0.0,1.0,1.0
652.25,19 46 47,Kepler-1681,Cygnus,+46 22 18,0.0,1.0,1.0
1197.63,19 35 56,Kepler-1682,Cygnus,+39 34 22,0.0,1.0,1.0
748.64,19 53 48,Kepler-1683,Cygnus,+44 17 02,0.0,1.0,1.0
633.05,19 36 01,Kepler-1684,Cygnus,+46 18 38,0.0,1.0,1.0
1178.83,19 44 45,Kepler-1685,Cygnus,+43 56 13,0.0,1.0,1.0
745.49,19 26 26,Kepler-1686,Lyra,+42 02 09,0.0,1.0,1.0
422.02,19 18 58,Kepler-1687,Cygnus,+50 47 13,0.0,1.0,1.0
567.45,19 18 13,Kepler-1688,Lyra,+41 17 52,0.0,1.0,1.0
296.63,19 26 18,Kepler-1689,Lyra,+38 39 21,0.0,1.0,1.0
1230.24,19 38 50.4486,Kepler-168,Cygnus,+39 49 30.3092,0.0,2.0,1.0
718.30,19 12 38,Kepler-1690,Lyra,+41 52 41,0.0,1.0,1.0
1315.60,19 05 01,Kepler-1691,Lyra,+41 01 19,0.0,1.0,1.0
601.22,19 07 42,Kepler-1692,Lyra,+47 03 14,0.0,1.0,1.0
776.92,19 20 48,Kepler-1693,Cygnus,+48 11 09,0.0,1.0,1.0
521.00,19 35 10,Kepler-1694,Cygnus,+40 14 27,0.0,1.0,1.0
809.50,19 34 29,Kepler-1695,Cygnus,+46 24 48,0.0,1.0,1.0
1571.34,19 42 18,Kepler-1696,Cygnus,+42 01 24,0.0,1.0,1.0
249.56,19 10 39,Kepler-1697,Lyra,+43 28 17,0.0,1.0,1.0
223.78,19 33 23,Kepler-1698,Cygnus,+39 15 28,0.0,1.0,1.0
,19 28 33,Kepler-1699,Cygnus,+48 55 02,0.0,1.0,1.0
443.80,19 03 59.9741,Kepler-169,Lyra,+40 55 09.6111,0.0,5.0,1.0
60,19 16 18,Kepler-16,Cygnus,+51 45 27,1.0,1.0,2.0
732.73,19 07 48,Kepler-1700,Lyra,+45 21 14,0.0,1.0,1.0
594.10,19 06 26,Kepler-1701,Lyra,+41 53 22,0.0,1.0,1.0
878.23,18 59 53,Kepler-1702,Lyra,+44 34 03,0.0,1.0,1.0
835.4550000,19 24 48,Kepler-1704,Cygnus,+51 08 39,0.0,1.0,1.0
,20 06 18.85,Kepler-1705,Cygnus,+44 18 43.85,0.0,2.0,1.0
1667.0,19 47 18.00,Kepler-1708,Cygnus,+43 37 29.00,0.0,2.0,1.0
849.82,18 58 05.0840,Kepler-170,Lyra,+41 37 46.5750,0.0,2.0,1.0
305.1930000,19 26 44,Kepler-1710,Lyra,+37 45 05,0.0,1.0,1.0
590.2680000,19 52 43,Kepler-1711,Cygnus,+42 14 13,0.0,1.0,1.0
156.2640000,18 59 60,Kepler-1712,Draco,+50 08 48,0.0,1.0,1.0
295.2930000,19 09 23,Kepler-1713,Lyra,+43 22 42,0.0,1.0,1.0
409.4600000,19 34 52,Kepler-1714,Cygnus,+46 13 36,0.0,1.0,1.0
522.6050000,19 35 43,Kepler-1715,Cygnus,+41 36 10,0.0,1.0,1.0
195.4390000,19 49 05,Kepler-1716,Cygnus,+43 19 59,0.0,1.0,1.0
1008.7900000,19 40 51,Kepler-1717,Cygnus,+49 33 44,0.0,1.0,1.0
854.42,19 47 05.2538,Kepler-171,Cygnus,+41 45 19.9900,0.0,3.0,1.0
651.7830000,19 08 23,Kepler-1728,Lyra,+39 03 39,0.0,1.0,1.0
576.1810000,19 46 47,Kepler-1729,Cygnus,+42 37 34,0.0,1.0,1.0
901.77,18 53 28.4170,Kepler-172,Lyra,+41 49 18.5507,0.0,4.0,1.0
1302.8700000,19 44 32,Kepler-1738,Cygnus,+47 26 20,0.0,1.0,1.0
783.6660000,19 44 56,Kepler-1739,Cygnus,+47 40 44,0.0,1.0,1.0
809.64,19 38 35.1938,Kepler-173,Cygnus,+41 53 02.8679,0.0,2.0,1.0
1083.2800000,19 03 52,Kepler-1748,Lyra,+45 44 21,0.0,1.0,1.0
268.2000000,19 21 11,Kepler-1749,Cygnus,+45 33 52,0.0,1.0,1.0
360.14,19 09 45.4027,Kepler-174,Lyra,+43 49 55.4989,0.0,3.0,1.0
1219.23,19 18 12.7847,Kepler-175,Cygnus,+43 52 34.2341,0.0,2.0,1.0
,18 56 32,Kepler-1760,Draco,+48 49 31,0.0,1.0,1.0
221.1860000,18 56 32,Kepler-1761,Draco,+49 08 33,0.0,1.0,1.0
1663.7400000,19 21 58,Kepler-1762,Lyra,+39 47 08,0.0,1.0,1.0
756.4860000,19 36 27,Kepler-1763,Cygnus,+40 21 46,0.0,1.0,1.0
501.2290000,19 37 07,Kepler-1766,Cygnus,+46 40 31,0.0,1.0,1.0
820.5060000,19 34 35,Kepler-1767,Cygnus,+46 59 23,0.0,1.0,1.0
669.36,19 38 40.3180,Kepler-176,Cygnus,+43 51 11.7595,0.0,4.0,1.0
871.5640000,19 17 45,Kepler-1772,Lyra,+39 16 13,0.0,1.0,1.0
681.2550000,19 04 54,Kepler-1773,Lyra,+38 15 29,0.0,1.0,1.0
816.5920000,19 14 18,Kepler-1774,Lyra,+40 59 19,0.0,1.0,1.0
657.0230000,19 05 37,Kepler-1775,Lyra,+38 44 19,0.0,1.0,1.0
690.3360000,19 26 08,Kepler-1776,Cygnus,+47 02 33,0.0,1.0,1.0
619.1460000,19 21 19,Kepler-1777,Lyra,+37 43 23,0.0,1.0,1.0
560.4450000,19 24 54,Kepler-1788,Cygnus,+45 46 41,0.0,1.0,1.0
611.4610000,18 51 27,Kepler-1789,Lyra,+41 47 48,0.0,1.0,1.0
963.58,19 08 24.2566,Kepler-178,Lyra,+46 53 47.3599,0.0,3.0,1.0
395.1960000,19 26 54,Kepler-1798,Lyra,+37 31 44,0.0,1.0,1.0
2254.6900000,19 13 14,Kepler-1799,Cygnus,+51 28 42,0.0,1.0,1.0
602.79,19 54 39.2963,Kepler-179,Cygnus,+47 45 43.2535,0.0,2.0,1.0
800,19 53 34.8642,Kepler-17,Cygnus,+47 48 54.0499,0.0,1.0,1.0
1022.0100000,19 09 10,Kepler-1808,Lyra,+39 22 60,0.0,1.0,1.0
409.6020000,19 21 04,Kepler-1809,Lyra,+40 32 55,0.0,1.0,1.0
873.85,19 42 17.1136,Kepler-180,Cygnus,+49 46 28.4282,0.0,2.0,1.0
1034.5900000,18 57 19,Kepler-1818,Lyra,+40 34 08,0.0,1.0,1.0
1363.1900000,19 46 14,Kepler-1819,Cygnus,+46 51 27,0.0,1.0,1.0
628.45,19 44 36.3295,Kepler-181,Cygnus,+50 05 44.9662,0.0,2.0,1.0
1425.3900000,19 46 51,Kepler-1820,Cygnus,+48 16 20,0.0,1.0,1.0
799.6990000,19 38 06,Kepler-1821,Cygnus,+49 52 21,0.0,1.0,1.0
1040.1000000,19 46 50,Kepler-1824,Cygnus,+41 12 13,0.0,1.0,1.0
430.2540000,19 30 03,Kepler-1825,Cygnus,+42 39 06,0.0,1.0,1.0
336.9520000,19 31 05,Kepler-1826,Cygnus,+48 53 59,0.0,1.0,1.0
686.4610000,19 29 01,Kepler-1827,Cygnus,+40 47 34,0.0,1.0,1.0
1440.75,19 19 19.2395,Kepler-182,Cygnus,+50 35 10.4410,0.0,2.0,1.0
1056.8800000,19 40 33,Kepler-1830,Cygnus,+40 58 45,0.0,1.0,1.0
1053.4900000,19 41 13,Kepler-1831,Cygnus,+49 35 21,0.0,1.0,1.0
486.1740000,19 59 24,Kepler-1832,Cygnus,+43 43 55,0.0,1.0,1.0
591.6020000,19 23 29,Kepler-1833,Cygnus,+45 24 37,0.0,1.0,1.0
500.3950000,19 38 40,Kepler-1834,Cygnus,+39 47 02,0.0,1.0,1.0
1404.3800000,18 41 16,Kepler-1835,Lyra,+43 59 08,0.0,1.0,1.0
1092.31,19 34 07.3975,Kepler-183,Cygnus,+39 18 57.2233,0.0,2.0,1.0
513.1070000,19 54 23,Kepler-1840,Cygnus,+41 26 09,0.0,1.0,1.0
631.7000000,19 10 50,Kepler-1841,Lyra,+40 41 07,0.0,1.0,1.0
923.5510000,19 05 00,Kepler-1842,Lyra,+42 22 42,0.0,1.0,1.0
784.6250000,19 31 32,Kepler-1843,Cygnus,+41 16 45,0.0,1.0,1.0
1804.3600000,19 30 46,Kepler-1844,Cygnus,+37 56 04,0.0,1.0,1.0
710.7240000,19 31 36,Kepler-1845,Cygnus,+38 17 49,0.0,1.0,1.0
374.6150000,19 37 34,Kepler-1846,Cygnus,+44 45 47,0.0,1.0,1.0
1693.8600000,19 46 24,Kepler-1847,Cygnus,+44 19 31,0.0,1.0,1.0
727.97,19 27 48.4549,Kepler-184,Lyra,+43 04 28.9733,0.0,3.0,1.0
250.1990000,19 08 34,Kepler-1850,Lyra,+43 36 58,0.0,1.0,1.0
1589.8100000,19 02 42,Kepler-1851,Lyra,+45 38 23,0.0,1.0,1.0
772.4810000,19 12 07,Kepler-1852,Lyra,+40 20 39,0.0,1.0,1.0
562.3480000,18 58 59,Kepler-1853,Lyra,+46 22 25,0.0,1.0,1.0
423.3480000,19 05 09,Kepler-1854,Lyra,+37 23 13,0.0,1.0,1.0
,18 53 36,Kepler-1855,Lyra,+41 30 58,0.0,1.0,1.0
848.7600000,19 43 38,Kepler-1856,Cygnus,+51 20 52,0.0,1.0,1.0
853.2750000,19 45 49,Kepler-1857,Cygnus,+39 35 55,0.0,1.0,1.0
575.07,18 49 52.3441,Kepler-185,Lyra,+43 53 23.6489,0.0,2.0,1.0
274.1800000,19 33 12,Kepler-1868,Cygnus,+43 33 21,0.0,1.0,1.0
113.0250000,19 30 28,Kepler-1869,Cygnus,+42 45 52,0.0,1.0,1.0
151,19 54 36.6536,Kepler-186,Cygnus,+43 57 18.0258,0.0,5.0,1.0
1494.3000000,20 02 56,Kepler-1878,Cygnus,+44 06 25,0.0,1.0,1.0
627.1710000,19 17 27,Kepler-1879,Lyra,+41 31 60,0.0,1.0,1.0
1106.61,19 59 11.1536,Kepler-187,Cygnus,+44 05 21.4973,0.0,2.0,1.0
611.0410000,19 11 18,Kepler-1880,Lyra,+40 41 48,0.0,1.0,1.0
1057.2100000,19 34 33,Kepler-1881,Cygnus,+44 58 57,0.0,1.0,1.0
443.3710000,19 22 39,Kepler-1882,Lyra,+43 29 59,0.0,1.0,1.0
1377.6100000,19 27 41,Kepler-1883,Lyra,+42 00 09,0.0,1.0,1.0
1443.0900000,19 46 59,Kepler-1884,Cygnus,+43 02 44,0.0,1.0,1.0
818.4820000,19 15 00,Kepler-1885,Cygnus,+47 29 27,0.0,1.0,1.0
1059.5100000,19 45 03,Kepler-1886,Cygnus,+39 24 22,0.0,1.0,1.0
1366.1800000,19 15 49,Kepler-1887,Cygnus,+44 42 21,0.0,1.0,1.0
1201.90,18 45 07.1289,Kepler-188,Lyra,+44 18 55.9366,0.0,2.0,1.0
529.5960000,19 30 19,Kepler-1890,Cygnus,+40 40 04,0.0,1.0,1.0
596.2400000,19 20 11,Kepler-1891,Cygnus,+44 22 14,0.0,1.0,1.0
851.5950000,19 56 19,Kepler-1892,Cygnus,+42 01 05,0.0,1.0,1.0
1050.7200000,19 53 36,Kepler-1893,Cygnus,+44 50 17,0.0,1.0,1.0
935.1910000,19 42 21,Kepler-1894,Cygnus,+49 40 01,0.0,1.0,1.0
984.1870000,19 26 42,Kepler-1895,Cygnus,+48 45 45,0.0,1.0,1.0
1732.9100000,19 18 43,Kepler-1896,Lyra,+40 14 59,0.0,1.0,1.0
983.1740000,19 37 10,Kepler-1897,Cygnus,+39 07 37,0.0,1.0,1.0
650.34,19 10 15.5284,Kepler-189,Lyra,+44 18 18.0069,0.0,2.0,1.0
438.5,19 52 19.0688,Kepler-18,Cygnus,+44 44 46.8075,0.0,3.0,1.0
763.6620000,19 23 33,Kepler-1909,Lyra,+42 27 35,0.0,1.0,1.0
470.30,19 14 20.1671,Kepler-190,Cygnus,+44 44 01.6411,0.0,2.0,1.0
1030.1100000,19 30 07,Kepler-1918,Cygnus,+42 12 52,0.0,1.0,1.0
1177.5300000,18 52 32,Kepler-1919,Lyra,+43 57 22,0.0,1.0,1.0
680.33,19 24 44.0051,Kepler-191,Cygnus,+45 19 23.3974,0.0,3.0,1.0
885.9130000,19 24 15,Kepler-1920,Lyra,+38 51 48,0.0,1.0,1.0
928.9890000,20 01 16,Kepler-1921,Cygnus,+45 29 43,0.0,1.0,1.0
1344.2900000,19 29 19,Kepler-1922,Cygnus,+37 59 49,0.0,1.0,1.0
990.8380000,19 52 20,Kepler-1923,Cygnus,+40 20 47,0.0,1.0,1.0
1910.7700000,19 35 04,Kepler-1924,Cygnus,+42 49 45,0.0,1.0,1.0
1771.3100000,19 19 19,Kepler-1925,Cygnus,+45 06 10,0.0,1.0,1.0
667.4050000,19 24 48,Kepler-1926,Cygnus,+44 09 58,0.0,1.0,1.0
1091.0000000,19 45 25,Kepler-1927,Cygnus,+41 20 08,0.0,1.0,1.0
683.40,19 11 40.3000,Kepler-192,Lyra,+45 35 34.4252,0.0,3.0,1.0
275.6940000,19 50 19,Kepler-1930,Cygnus,+40 01 40,0.0,1.0,1.0
620.0910000,19 23 29,Kepler-1931,Lyra,+43 19 59,0.0,1.0,1.0
713.7330000,19 01 20,Kepler-1932,Lyra,+41 03 50,0.0,1.0,1.0
328.0070000,18 55 59,Kepler-1933,Lyra,+39 55 01,0.0,1.0,1.0
428.5140000,19 23 41,Kepler-1934,Lyra,+37 17 14,0.0,1.0,1.0
904.7020000,19 45 37,Kepler-1935,Cygnus,+39 43 22,0.0,1.0,1.0
871.0960000,19 22 55,Kepler-1936,Cygnus,+44 50 10,0.0,1.0,1.0
905.0690000,19 22 38,Kepler-1937,Lyra,+40 46 43,0.0,1.0,1.0
1301.67,19 45 59.6640,Kepler-193,Cygnus,+46 34 38.1380,0.0,2.0,1.0
798.5950000,19 24 49,Kepler-1940,Cygnus,+45 14 18,0.0,1.0,1.0
1494.3900000,19 46 30,Kepler-1941,Cygnus,+49 21 14,0.0,1.0,1.0
1076.4800000,19 46 03,Kepler-1944,Cygnus,+39 10 24,0.0,1.0,1.0
,18 47 36,Kepler-1945,Lyra,+42 17 09,0.0,1.0,1.0
1002.1200000,18 49 21,Kepler-1946,Lyra,+42 50 43,0.0,1.0,1.0
468.7710000,19 44 25,Kepler-1947,Cygnus,+42 20 33,0.0,1.0,1.0
1233.85,19 27 53.1542,Kepler-194,Cygnus,+47 51 50.9545,0.0,3.0,1.0
697.2530000,19 08 21,Kepler-1950,Lyra,+42 40 07,0.0,1.0,1.0
1277.3200000,19 21 60,Kepler-1951,Lyra,+40 17 16,0.0,1.0,1.0
852.0620000,19 12 18,Kepler-1952,Lyra,+43 57 31,0.0,1.0,1.0
605.6310000,19 11 52,Kepler-1953,Lyra,+46 28 14,0.0,1.0,1.0
1373.8300000,19 52 01,Kepler-1954,Cygnus,+43 21 17,0.0,1.0,1.0
449.3510000,19 58 08,Kepler-1955,Cygnus,+40 28 40,0.0,1.0,1.0
681.77,19 12 29.0212,Kepler-195,Cygnus,+47 58 00.0799,0.0,2.0,1.0
750.9300000,19 26 02,Kepler-1968,Cygnus,+45 22 12,0.0,1.0,1.0
1204.5400000,19 39 08,Kepler-1969,Cygnus,+49 29 31,0.0,1.0,1.0
470.92,18 59 52.4460,Kepler-196,Lyra,+42 04 45.0785,0.0,2.0,1.0
313.87,19 40 54.3400,Kepler-197,Cygnus,+50 33 32.4215,0.0,4.0,1.0
516.78,19 22 41.5540,Kepler-198,Lyra,+38 41 27.5858,0.0,3.0,1.0
544.56,19 42 14.2652,Kepler-199,Cygnus,+40 14 10.5512,0.0,2.0,1.0
219.95,19 21 40.9995,Kepler-19,Lyra,+37 51 06.4362,0.0,3.0,1.0
643.59,18 57 38.3804,Kepler-200,Lyra,+41 14 14.8544,0.0,2.0,1.0
608.78,19 34 30.2499,Kepler-201,Cygnus,+41 16 22.1668,0.0,2.0,1.0
291.90,18 51 53.6227,Kepler-202,Lyra,+41 19 19.2391,0.0,2.0,1.0
800.07,19 48 21.5923,Kepler-203,Cygnus,+41 23 16.9865,0.0,3.0,1.0
854.31,19 01 23.3239,Kepler-204,Lyra,+41 45 42.9266,0.0,2.0,1.0
172.98,19 01 08.9066,Kepler-205,Lyra,+41 51 40.1682,0.0,2.0,1.0
661.32,19 26 32.3159,Kepler-206,Lyra,+41 50 01.9187,0.0,3.0,1.0
813.46,19 20 07.3248,Kepler-207,Lyra,+42 09 57.7570,0.0,3.0,1.0
925.47,19 35 33.6470,Kepler-208,Cygnus,+42 31 40.7247,0.0,4.0,1.0
604.83,19 24 40.6838,Kepler-209,Lyra,+42 38 26.8986,0.0,2.0,1.0
290,19 10 47.5234,Kepler-20,Lyra,+42 20 19.2993,0.0,5.0,1.0
265.15,19 30 00.8101,Kepler-210,Cygnus,+43 04 59.3626,0.0,2.0,1.0
327.93,19 01 45.3940,Kepler-211,Lyra,+43 10 06.5273,0.0,2.0,1.0
726.97,19 10 28.9991,Kepler-212,Lyra,+43 08 29.9773,0.0,2.0,1.0
702.35,19 23 17.8054,Kepler-213,Cygnus,+44 38 49.8615,0.0,2.0,1.0
1070.66,18 59 01.1619,Kepler-214,Lyra,+44 57 21.6888,0.0,2.0,1.0
593.87,19 39 53.6403,Kepler-215,Cygnus,+45 12 49.2216,0.0,4.0,1.0
994.93,19 34 54.7440,Kepler-216,Cygnus,+46 07 44.9025,0.0,2.0,1.0
1054.36,19 32 09.0586,Kepler-217,Cygnus,+46 16 39.0670,0.0,3.0,1.0
675.18,19 41 39.0786,Kepler-218,Cygnus,+46 15 59.3649,0.0,3.0,1.0
953.85,19 14 57.3495,Kepler-219,Cygnus,+46 45 45.2903,0.0,3.0,1.0
112.9,19 09 26.83535,Kepler-21,Lyra,+38 42 50.4593,1.0,1.0,2.0
208.38,19 26 01.4892,Kepler-220,Cygnus,+46 53 44.7805,0.0,4.0,1.0
428.30,19 46 37.1435,Kepler-221,Cygnus,+46 50 06.8410,0.0,4.0,1.0
891.55,19 11 37.4603,Kepler-222,Lyra,+46 56 15.9075,0.0,3.0,1.0
1366.95,19 53 16.4203,Kepler-223,Cygnus,+47 16 46.3080,0.0,4.0,1.0
773.13,19 23 44.2257,Kepler-224,Cygnus,+47 21 27.3023,0.0,4.0,1.0
342.18,19 28 46.5622,Kepler-225,Cygnus,+47 27 25.5640,0.0,2.0,1.0
1017.85,19 29 30.2722,Kepler-226,Cygnus,+47 52 51.5795,0.0,3.0,1.0
1481.07,19 27 44.2230,Kepler-227,Cygnus,+48 08 29.9615,0.0,2.0,1.0
1736.95,19 45 08.6683,Kepler-228,Cygnus,+48 13 28.8016,0.0,3.0,1.0
949.11,19 07 59.8762,Kepler-229,Draco,+48 22 32.9167,0.0,3.0,1.0
180,19 16 52.1904,Kepler-22,Cygnus,+47 53 03.9475,0.0,1.0,1.0
894.50,19 02 52.4564,Kepler-230,Draco,+48 30 21.1396,0.0,2.0,1.0
280.31,19 35 53.6057,Kepler-231,Cygnus,+50 31 54.8413,0.0,2.0,1.0
1323.08,19 43 15.8785,Kepler-232,Cygnus,+51 07 18.1951,0.0,2.0,1.0
859.50,19 45 27.9547,Kepler-233,Cygnus,+51 19 10.2057,0.0,2.0,1.0
1867.58,19 26 36.8456,Kepler-234,Lyra,+38 29 40.7390,0.0,2.0,1.0
525.48,19 04 18.9843,Kepler-235,Lyra,+39 16 41.9438,0.0,4.0,1.0
293.01,18 55 27.9303,Kepler-236,Lyra,+39 53 53.1589,0.0,2.0,1.0
660.75,18 52 53.1340,Kepler-237,Lyra,+40 25 18.5178,0.0,2.0,1.0
1659.85,19 11 35.3058,Kepler-238,Lyra,+40 38 16.1435,0.0,5.0,1.0
684.60,19 36 48.5078,Kepler-239,Cygnus,+40 39 48.2729,0.0,2.0,1.0
864.68,19 36 52.5355,Kepler-23,Cygnus,+49 28 45.2531,0.0,3.0,1.0
840.27,19 24 38.1064,Kepler-240,Lyra,+40 45 00.9189,0.0,2.0,1.0
595.71,19 31 39.1456,Kepler-241,Cygnus,+41 03 39.3398,0.0,2.0,1.0
859.95,19 06 15.7646,Kepler-242,Lyra,+41 48 30.3284,0.0,2.0,1.0
808.40,19 00 26.5198,Kepler-243,Lyra,+42 02 02.2047,0.0,2.0,1.0
1104.52,19 08 58.2405,Kepler-244,Lyra,+42 18 04.9005,0.0,3.0,1.0
919.92,19 26 33.3541,Kepler-245,Lyra,+42 26 10.7780,0.0,4.0,1.0
768.87,19 45 56.0187,Kepler-246,Cygnus,+42 39 48.3205,0.0,2.0,1.0
695.58,19 14 34.2067,Kepler-247,Lyra,+43 02 21.4960,0.0,3.0,1.0
851.10,19 32 14.7171,Kepler-248,Cygnus,+43 34 52.8798,0.0,2.0,1.0
230.75,19 47 56.4241,Kepler-249,Cygnus,+43 39 30.7038,0.0,3.0,1.0
1462.04,19 21 39.1858,Kepler-24,Lyra,+38 20 37.4502,0.0,4.0,1.0
894.42,19 18 22.7423,Kepler-250,Cygnus,+44 08 30.9623,0.0,3.0,1.0
1016.85,19 46 15.8966,Kepler-251,Cygnus,+44 06 21.1186,0.0,4.0,1.0
337.11,19 42 19.0425,Kepler-252,Cygnus,+44 32 45.4176,0.0,2.0,1.0
919.62,19 27 22.0764,Kepler-253,Cygnus,+44 51 29.2443,0.0,3.0,1.0
1607.46,19 12 39.5240,Kepler-254,Lyra,+45 48 59.3938,0.0,3.0,1.0
1287.37,19 44 15.4217,Kepler-255,Cygnus,+45 58 36.6041,0.0,3.0,1.0
1394.65,19 30 19.3010,Kepler-256,Cygnus,+46 05 50.5324,0.0,4.0,1.0
1167.03,19 49 15.8351,Kepler-257,Cygnus,+46 01 23.7465,0.0,3.0,1.0
836.13,19 36 16.4360,Kepler-258,Cygnus,+46 34 45.3504,0.0,2.0,1.0
1182.50,19 12 50.8634,Kepler-259,Lyra,+46 36 54.0662,0.0,2.0,1.0
191,19 06 33.2143,Kepler-25,Lyra,+38 20 37,0.0,3.0,1.0
539.35,19 27 42.2320,Kepler-260,Lyra,+38 00 50.8035,0.0,2.0,1.0
359.31,19 25 27.5414,Kepler-261,Lyra,+37 36 33.0312,0.0,2.0,1.0
717.13,19 22 54.8799,Kepler-262,Lyra,+37 15 09.5995,0.0,2.0,1.0
879.65,19 29 52.7450,Kepler-263,Cygnus,+37 34 04.0517,0.0,2.0,1.0
804.00,19 28 10.7070,Kepler-264,Lyra,+37 22 34.4100,0.0,2.0,1.0
1511.13,19 22 02.5195,Kepler-265,Lyra,+41 14 41.2938,0.0,4.0,1.0
1577.36,19 37 56.2536,Kepler-266,Cygnus,+44 10 00.9914,0.0,2.0,1.0
415.67,19 59 19.2922,Kepler-267,Cygnus,+47 09 26.8970,0.0,3.0,1.0
875.31,19 27 54.2839,Kepler-268,Lyra,+38 03 18.2101,0.0,2.0,1.0
1605.94,19 20 51.6390,Kepler-269,Lyra,+41 46 33.4812,0.0,2.0,1.0
482.39,18 59 45.8407,Kepler-26,Lyra,+46 33 59.4380,0.0,4.0,1.0
1098.10,18 48 48.0254,Kepler-270,Lyra,+44 25 20.1854,0.0,2.0,1.0
434.75,18 52 00.7169,Kepler-271,Lyra,+44 17 03.1888,0.0,3.0,1.0
758.79,19 56 30.6090,Kepler-272,Cygnus,+47 35 37.8159,0.0,3.0,1.0
